rating,review
3.0,"Super cute! However, I was expecting it to be a tad longer as it says it is a dress. But i can wear this with my leggings and a cardigan and a cute scarf and it still looks great!!"
3.0,"This dress doesn't look nothing like the picture it's a very pail light pink and the material is like a stiff hard cotton which means you have to iron it ,but when she put it on it looks nice on her"
3.0,"I only received nine,not 10"
3.0,This is made of cotton and not stretch material and you can tell it will collect all the lent.
3.0,"unlined, but has pockets and is well-fitting according to the sizes posted here. I like the style."
3.0,"This dress is beautiful, nice fit. The material however is much thinner than I expected. I ordered this same dress in the blue/white color, and I thought the material would be the same as that one."
3.0,Didn't expect it to be too small but it's cute.
3.0,So cute. Love the fabric. But at least a size or two smaller than other common brands like Carters.
3.0,Bought a blk one. I got Xxl because Chinese sizes always run two to three sizes smaller fits like a long shirt.  Nothing like in pics.
3.0,"I have a giant Irish head and usually search for glasses that fit.  These however, are comically large.  Double check the measurements of your globe before ordering."
3.0,Se paró después de 2 semanas de uso
3.0,Love the design but made cheaply and moon and tree were disconnected when I got it. We fixed it and it looked really nice but it is cheap
3.0,"They look nice- but don’t quite hang perfectly straight. Based on the price, though, they are worth it."
3.0,Their cute but a little pricey for the quality.
3.0,too thin and not very strong
3.0,Very small. Barely fit my 4 year old
3.0,Does not fit well around the neck
3.0,"I like it, it is warm. Just a little to small though."
3.0,"Nice cut, but it runs small and is very tight in the chest.  I am a D cup and ut is uncomfortably tight. Also, the hunter green is more of a turquoise. Maybe if you are imaginative it could be considered jade. Definitely not hunter green."
3.0,The straps on the bottom is too large
3.0,"The socks fits well and felt good.  I wore the blue ones for day's drive out of town and there was a noticeable difference in my leg stiffness.  However, the black pair had a very weak spot where the sock part meets the heel part that already looks like a hole and seems like would easily become one.  Another reviewer posted a picture of this but I decided to take a chance that it was an isolated defect but it turned out the ones I had looked the same.  Because they are not inexpensive, I decided to return these.  The return was very easy and went well."
3.0,"This is an adorable little necklace. I bought two as gifts. One I ended up not giving because the chain was all knotted up when it came, and because it is a really delicate chain I couldn't get the knot out. I ordered some necklaces from another company and they came in boxes so there were no knots, versus these necklaces that were in teeny tiny pouches so they were completely bunched up."
3.0,"Just average, but fine for a quick costume"
3.0,"The bag is high quality, but the design is not for me.  There is a button that connects the handles together and it is inconvenient.  Would love to have a magnet or something there in place... altogether, the design makes it so that unpacking and packing is timely."
3.0,I have just tried these anti glare glasses one time so I can't say how well they work. I used them for local driving and not on a major highway where there would be many cars. They seemed to work for this one time but I don't really know for sure.
3.0,Arrived with a wire poking our of the fabric. Tried on just for sizing and the top was tight. Returned.
3.0,Ordered my regular size and this bralette is very skimpy.  The strap ripped first time putting it on and when worn it does not keep the girls in.  Needs to be a little beefier.
