rating,review
4.0,"Just a heads up, the sequins on the dress give a really bad rubbing rash on the inside of your arms, so recommended to either wear a jacket or keep your arms off of your sides as much as possible. Other than that, a very pretty and well fitting dress"
4.0,"Bought the pink ones for my girlfriend as a birthday gift, and she loves them. That's saying a lot, as she owns more sunglasses than footwear, lol! 4 star cuz they aren't polarized."
4.0,"They were a little bit bigger than I thought they were going to be, but I've found a way to make them work."
4.0,Very nice put that final touch on any outfit.
4.0,"Nice but, the split is really high"
4.0,"Everytime I get something from China, I always look at the size chart and get a size bigger. From experience And then it fits"
4.0,I really like this top! It was a bit tight around my arms but not to the point of it being uncomfortable! It's flowy and great over other tops!
4.0,"So cute and comfortable. I was worried about the sleeves being too shirt because I'm taller, but the sleeves were plenty long. One less star because the Navy blue is starting to fade a bit after maybe 5 washes. Will buy another one when it doesn't look as fresh anymore."
4.0,the material is thick and plush which is what I was most worried with. The only complaint is that the color is more like a squashy/gold yellow than orange.
4.0,Super grippy the rubber isnt that strong thoe
4.0,"Material is more like a cotton t-shirt, thought it would be lighter and more flowy, very comfortable though"
4.0,Bought several of  different styles as gifts shipping was  a bit  slow but the  quality  seemed to be  good
4.0,The gloves will work very well for my purposes.  but they are thin and I had to cut off excess threads.  I don't think they will hold up to strenuous work.
4.0,"These socks are super soft and cute. They fit to mid calf on me and I wear a size 8 1/2  women's shoe. The colors are vibrant. They stay up without cutting into your legs, which is good because my legs do swell sometimes, and my socks will dig in at times. I haven't washed them yet, so I can't say much for how they hold up in the washer. The only reason for knocking a star off is they have a really strong chemical odor to them when you open the cellophane package that they are in. I really like the green pair I got, with the &quot;creeper&quot; from minecraft on it, and my son who is a minecraft freak thinks it's so cool that his mom has minecraft socks. They are doing a good job of keeping my feet cool as it is 90 something degrees in Iowa today. I received this product for free or at a discounted price in exchange for my honest and unbiased review."
4.0,"The dress was actually really nice and good quality, too. However, the sizing was a bit off. We ordered a size 8 for my mom that is 5&#34;2 130lbs. and a B cup. Everything fit well except it was a bit bulky and big from the chest area all other areas it fit perfect. It was a bit long but expect it to be. I returned it because we just didn't want to deal with alterations. The color was also not a deep burgundy as I wanted it to be, it was more of a red crandberry color."
4.0,"For someone with no butt, these briefs definitely provided that. Now I just need to figure out when and where to wear them."
4.0,"Not the best looking of draft boards but it arrived on time, at a good price, and did the job. Only had two names that weren't included so a large majority of the players had stickers."
