rating,review
1.0,One of the earrings were broken when they arrived.
1.0,What is in picture was not what I received
1.0,Poor quality wore once all the embellishments washed off .washed on gentle inside out.Doesn't even get 1 star!!!<br /><br />But would not let me submit review otherwise
1.0,Very very poor quality! I opened the package and they were the widest 6-8 size I have ever seen! The fabric felt very cheap. It was unsatisfactory.
1.0,The sunglass has not good quality both for frame and glass.
1.0,"I ordered these shorts on MAY 12.  Amazon sent a note that they would be delayed until mid-July at the latest. They arrived today, August 3rd.  When I went to return them, I was told that ""the window for return closed August 1st.""  They do not fit and are not attractive and  I would have returned them today, but I can't.  It's not that much money, but this infuriates me!  I am a loyal customer and this is not how I, or anyone else, should be treated.  There is no way to contest this online, so I am writing this review and will probably give the shorts to the Goodwill, where, hopefully, someone will get some use of them, which would be good.  No kudos for Amazon or the manufacture on this one!"
1.0,"I'm really not in the mood for this, these issues just frustrate me even more, why does your medium size fit like a small?????"
1.0,"Not what expected, returning"
1.0,Very very cheap material. Failed the initial water test the instructions tell you to do!!
1.0,"These don't work at all,  I can't even tell if they look good on me."
1.0,Waste no use...
1.0,"Cheap, don't even waste your time."
1.0,"I was so excited for this dress! As it looked cute and light, but when I first got it in the mail I received a completely different dress. I asked for a return to get the dress I did order and they shipped the dress quickly which was nice. But, upon getting the dress again it was damaged. It looks like the sleeve got melted and holes. There were spots on the dress too that made it look like it was used. The fabric was not what I was expecting either. Very shinny light fabric that would Kling on unwanted areas. This dress had so much potential…"
1.0,"I love friends and thought this would be a good addition to my many shirts. It’s pretty but it’s very thick, even without the filters. I know this is important to some people so if you want a thick mask this is for you."
1.0,Not that scary.....
1.0,Fabric is really cheap and the shape is not right at the top. Falls off shoulders even when it is otherwise the right size.
1.0,Lights quit working
1.0,Does not block the sun
1.0,Junk! Do not buy.
1.0,This dress was made very cheap and it did not meet the expectations of a $35 Dollar purchase. You couldn't tell the front from the back. The dress didn't have any tags to determine the front from back. Very poor item.
1.0,They both broke the same day I bought them for myself as soon as I put them in the (stones) fell out almost simultaneously I'm kinda done buying on amazon I ordered this watch two separate times it never came
1.0,"It took 2 weeks to get these masks. Was excited to see them but when I opened the package, it was not as expected. The colors were correct but NOT 3 layers! The back of the masks was a thin piece of cloth and had a pocket for a filter, which was not in the description. So disappointed"
1.0,"They both had broken handle.....The first one I received had broken handle, so I asked to replace it. But, the second one also had the same problem.....OMG"
1.0,It lasted less than 2 months before the light button fell off. Don’t plan on buying these again!
1.0,I love this company. But I only received one earring which was upsetting
1.0,"As noted above the watch was shipped out of box. Box is two piece, and was together in a way used for display. Appears watch and open box thrown into package and shipped. Watch band was broken, missing pins, etc. Watch backing plate was off and would not go on, damaged. Watch unusable. So, 39.95 plus shipping to go from the shippers trash can to mine. Pretty unethical stuff.<br />To be fair - its a cheap, cheap watch. But it should show up in one piece, not multiple damaged."
