rating,review
3.0,"material is not what I expected and too small. I take a size medium, bought large and still did not fit right. I suspect you would need to order 2 times larger to be a comfortable fit."
3.0,"I love this dress, and I usually wear a medium in Patty Boutik, but this runs uncharacteristically small. I wish I had tried it on before taking the tags off because I would have exchanged it for the large :-("
3.0,"PITA to work with. Had to file and cut to make it easier to clip on. Good idea, but too tight."
3.0,I was so excited to get them but first time wearing them just moving around caused them to turn and and weight by the magnet opens them causing them to fall off.
3.0,Dress is cute. Was missing the badge and stickers
3.0,We had to return them and couldn’t find them in a smaller size.
3.0,Liked the shoes. Have other Rockports like this in different colors. But this one the right shoe slopped on my foot. What happen? Was it previously worn? Was it the sample shoe? Was it mismarked?
3.0,Cute sweater but runs big. The sleeves are really long.
3.0,"Eh, mixed feelings.  Just walking around it was fine, within 10 mins the elastic around belly button just crumbled up, down near belt line and I was left with a pair of compression shorts.  5'9 200lbs, small beer belly, ordered large.  Perhaps I'll try medium."
3.0,The material and pattern are of good quality. However the XL was too form fitting for what I needed. I am 5'9 and 180lbs and an hourglass shape. Sizes run very small. I am returning.
3.0,Very cheaply made. Not what I expected. But I will use it until it wears out....
3.0,I wasn’t wild about these glasses. They were very loose on my head and I have an average sized head. I like that it came with a nice case and a lense cloth. I was hoping that the glasses fit a little snugger but they have the grip on the sides that helps
3.0,I bought this because it looked cute but it was a little too large a fot
3.0,Made in China. American by birth and support jobs in our country.  Just my feelings on this. God Bless America.
3.0,"I paid a good price for these and they are pretty and they hang just the right way. What I didn't like was that one of the clips was a little fragile and cheap. It hasn't broken. Yet. But now that I know what to look for, I will take extra care with it. I really do like the style. I think it could be better with sterling silver clips. And yes, I would pay more for that."
3.0,Way too small on the waist! but the upper part fit like a charm! 3 stars on appearance but I won't be buying again.
3.0,"Everything about this glasses is good, but they're just a little too small for my face. I got them as a Christas gift, I just wish they were bigger.<br /><br />The lenses are of good quality."
3.0,Don't always seal on the sides.
3.0,The pockets are up high and it is an awkward placement. One of the pockets had not been stitched correctly and had a hole in it. I liked the sleeves and the high neck. The material was not too thin.
3.0,"The fit is a little big, and the top portion of the dress did not sit right on me. With a little sewing and few alterations I was able to make it fit correctly."
3.0,They were a little flimsy compared to the ones I had previously purchased at a fabric store.
3.0,Kind of hard on my feet.
3.0,"The colors are GREAT and they seem to be well made, but they are too narrow for my 8 y/o.  He's got a very normal foot and hasn't had trouble with athletic shoes before and he plays a lot of sports.  But, he complained about how they hurt his foot within an hour of wearing them and he went back to his old pair of Nike (which was unacceptable, by the way).  I first told him that he needed to wear them and stretch them out.  After a few days and a few questions, the shoes are too narrow for him and we won't buy this brand again without trying them on at the store."
3.0,This color wave goes perfectly with some cute white vans but.... it runs super big! I had to return for a smaller size. It is cute though if you like tie dye.
3.0,"The front of the &#34;sweater&#34; was way shorter than the back, fit like a crop top. Material was super thin whereas I wouldnt categorize it was a sweater."
3.0,I've used the pants on two long rides in rain and sub 40 degree temps so far. Love the pants and protection. Think they could have used a heavier zipper in the front as it is a thin version and easily and frequently gets hung up in the fabric. Which is the reason for only 3 stars given the price.
3.0,It's ok.  Little spendy for a ball cap.
3.0,I expected a little more sag on the neckline. I ordered a size larger just in case and though the dress falls great the neck did not slouch the way the pic shows so I had to adjust the fabric. Not too happy with that.
3.0,Looks good but doesn't fit my small wrest :(
3.0,I like the purse but the part that holds the phone is snug so it’s difficult to remove the phone quickly. I also think the compartments are slim and not roomy. I wanted room for chapstick and glasses. I used scissors to remove two of the dividers and used a seam ripper to remove two of the ID window pockets. Now it’s more spacious and I can remove the phone easily. Much better!
3.0,Love the look but broke after about 4 uses
3.0,Very soft and comfortable. However the straps are very loose which makes your boobs kinda sag if you have mom boobs like me lol. But very cute!
3.0,This is not a soft robe. But is is large and provides full coverage. Seems like it will last a very long time.
