rating,review
1.0,"This is not KHAKI! It is PINK. If you want the tan color that is pictured, do not order this one"
1.0,"The mesh does not sit close to the body, wants to sag even though the actual bra fit well. The padding is absolutely ridiculously thick, would not recommend."
1.0,Nor even close to being the size it said it is
1.0,Looks nothing like the pic an they were all scratched up
1.0,4 left gloves! Come on what's going on? Please just send me 4 right gloves and I'm happy
1.0,Cheap quality. Didn’t fit on face. Used for Mr Smee costume
1.0,"Poorly made, very thin material, raw edge without sewn hem. Extremely disappointed."
1.0,"Fabric is thick, stiff, slippery. Feels like good fabric for table cloth or curtains. I put it on and, while it fit just fine, made me feel like I was wrapped in card paper. The sleeves make this item look like a mockery costume. It's going back."
1.0,"China size, also, wasn't the model I ordered. Didn't even bothered in returning it."
1.0,It’s beautiful in the picture but the quality is not good and the waistline is to tiny for a large sized
1.0,Money wasted. Cheap material. Doesn't look as good as pic. Missed window to return.  Will never wear.
1.0,Clasp broke first time I wore it.  It did look nice forthright 2 hours I was able to wear it.
1.0,would have enjoyed the belt if it lasted longer than a month before the pin broke and fell apart from the buckle as I was wearing it. Of course this happens at the least opportune time and fell apart just before a wedding I was in. I really wanted to like it because it was half the price of some major competitors. wish I could say it lasted half as long. I got about 40 days of use so would not recommend.
1.0,This does not fit older shoe stretchers.
1.0,The earrings were much smaller than I thought they would be
1.0,Very cheap highly disappointing. It’s thin and feels like I got it from the Dollar store!
1.0,"I had to return this because it would not adjust to my Soprano Ukulele. It looked like it would have worked on a larger instrument, but the reason I purchased it was that it stated it could fit it.<br /><br />The thing might be good, but just wasn't good for me and my needs."
1.0,"I hated his belt. It has two levels of leather in the front, one for the buckle  and another underneath for what ? Makes the belt to thick in front. Too much of a pain to return. I really was trying to find another Guatemalan belt that Amazon used to have."
1.0,Terrible product that looks nothing like the picture.
1.0,I don't recommend you to buy this product .
1.0,Incomplete<br />Did NOT receive all items
1.0,"It’s very confusing to put it on, and very small.<br />Not easy to return, and I did not receive a shipping address from the email. I ended up putting it in the trash."
1.0,I’ve been sewing for 50 years and this is not rayon/spandex.  I’m guessing polyester…
1.0,"The legwarmers I ordered were multicolored. These are a solid, ugly brown color however, I’m not surprised as nothing I order from Amazon looks like it does in the picture."
1.0,"I love the look of this swimsuit, however when I put it on, I was so disappointed to find out that material is more like wearing non-stretch clothes than a swimsuit. There's no flexibility in the suit, at all. If compressed my chest down so much it looked like I had no chest at all, and this wasn't due to sizing. It is strictly a very strange and inappropriate material choice for a swimsuit. Do not recommend, even though it's cute to look at."
1.0,HORRIBLE quality!
1.0,Stone fell off first week
1.0,not true to size and lays weird. Sadly the sleeves are the worst part. too big.
1.0,"I wanted to give this product a review based strictly on the workmanship of the sweater.  I had initially ordered a large but once received it, it was smaller than expected and had a hole in one of the pockets.  My wife fixed the hole and it was returned.  Later, I ordered an XL and it fit great and was very nice to wear.  I decided to zip it up and then realized the zipper was not zipped onto the placard.  This company should apply stricter quality control measures, because the sweater is very nice and fashionable.  Buyer beware!"
1.0,100% see through
1.0,The images were pealing off. I have a few shirts from this brand and had no issues. It may have been a fluke.
1.0,The gems and bows fell off on first wear
1.0,Disappointed in fit.
1.0,My order clearly stated 3 pack but I only received one. Description has since been corrected. May return as it wasn’t what I paid for.
1.0,"The picture shows mirrored image earrings.  What I received are two of the exact same earring.  I'll never wear them because they are exactly the same instead of mirrored images.  Poor quality control that ""hand made with care"" earrings are sent out this way."
1.0,"I ordered a size 12 and the tag says size 16, but it looks like a size 1X or 2X. It is HUGE!! I am really frustrated to say the least."
1.0,"The magnets are not strong. When I took them out of their container they came in, the magnets seemed like they were nice, but I couldn’t get it to stay magnetized on my nose, like they are supposed to."
1.0,So big and bad material. I throw it away.waste of time and money.
1.0,I wore this for the purpose I bought it for. Will never wear again.
1.0,"I am 5’6 and this is so long I’m tripping over it, even with shoes on."
1.0,"We got 4 of these, two fell off on the trip their and two on the trip back, total  4 flights. The flimsy ones from the airline made it on all flights and segments. They are a pain to write on also and not smudge. Don't waste your money"
1.0,"I paid a little more money for these than the cheaper versions thinking they would be better glasses. They did nothing to improve night time driving nor did they reduce any glare. Description states polarized but when I used the card that came with it, the image hardly appeared at all. I originally didn't see an image but then saw a very faint image. I compared them to another pair of glasses that are polarized and there was a huge difference. I read ALL the reviews and noticed how they didn't really talk about performance. The glasses are nice but they don't do anything but add a yellow tint to everything. The packaging was designed very well, I wish they had put some of that money into the actual product. I will be returning."
1.0,Wasnt made well.
1.0,"Se partio desde una altura de 40 cm lo que indica que no es piedra, se aprecia que es vidrio"
1.0,"I didn't like it. It was too expensive, plus the seller doesn't price match. The watch should be much, much, less than what it is being sold for. Not a happy camper, never again, will I buy from the company."
1.0,I order the small size however still was to<br />Big sleeves to long for a small size blouse<br />To baggy
1.0,A couple of links broke the first time I wore.
1.0,Broke first time I Wore it
1.0,Pitiful whistle 😣
1.0,"Bought this for my daughter who pointed out that those are not Surf Boards, they are paddle boards, which to a teenager is a big difference.  Item clearly states it's a surf board &#34;1.5&#34; Hawaiian Print Ukulele Strap - Blue Surfboard&#34;  But if you look closely at the photo you will see it is a paddle board.  The item's description is wrong."
1.0,"So... I'm an extra large kinda girl so I can have a loose flowy feel.... I think this is a child's shirt... it fits more like an adult small.<br /><br />The measurements of an XL laying flat is:<br />Length: 26""<br />Bust: 16""<br />Waist: 17""<br />Hips: 18""<br /><br />Super cute. Wish it wasn't so small! Will be returning asap."
1.0,The fabric and the print of this dress is very nice and I would have kept it for the left arm hole was either sewn wrong or they had the wrong size sleeve. I couldn't  put my arm through that side. So that's why it got a low rating.
1.0,Not for summer..
1.0,Did not like that I asked for tank tops with built in bras and that is not what I got when I got these! I ordered a medium and their medium is actually a small on me. Both sizing charts suck.
1.0,What not recommend they are too hard to put in I don't even know how they feel because I can't get them in my shoes
1.0,Could not see or breathe through mask.  Extremely extremely extremely chemical smelling.
1.0,This was definitely not what I was expecting! I was expecting 3 compression shirts and these are 3 flimsy non compressive peices of material. I will not order this or recommend it to anyone. Very very dissatisfied.
1.0,"Said 47 inch, not even 46 in length"
1.0,"The price is good and I like the pockets, but it rolls up the thigh and is uncomfortable, chafing. Won’t buy again."
1.0,These always got stuck in my hair and were a pain to wear.
1.0,Stone fell out before I could even wear it
1.0,The crotch area makes your crotch look big
1.0,I wear a size 14/16.  I bought a XXL because I wanted to layer it.  I could not get it on over my shoulders. My daughter wears a size 4 and it Just fit her. Very disappointed
1.0,"So there’s nothing on the description about the lining. The lining is almost like plastic. I tried it on and I was immediately sticking to it. Also, it runs small. Like really small. I don’t know why everyone says order a size down bc I normally wear an XLG but decided to order a large based on the reviews. Don’t do it. Actually, just don’t buy it."
1.0,"These are not merino wool socks. My feet are cold, even right now in my office. They are also too large for me, and I wear a size 6.5 shoe, which means they should fit. These are very basic socks that should have cost way less than I paid.  Very disappointing purchase. I plan to return them."
1.0,"These caused me to have dermatitis. I thought the stainless steel would be okay, but I don't know that the earring backs are made from stainless steel."
1.0,They are to big and doesn't fix around your face tight
1.0,"Arrived quickly, fit as expected but really cheap material and very poorly sewn. This is a picture of a seem that was completely open🙄"
1.0,Zipper located on wrong side for a women's jacket.<br />unsatisfactory.
1.0,clamp on one upper ear broke
1.0,"I wouldn't bother wasting your money. The hat came bent, and the belt was haphazardly glued on."
1.0,Hate the shirt. It’s boxy looking on and the material is super thin.
1.0,Very disappointed with the poor quality made hat. Received this item on 2/6/15 & less than 24 hours the pump on the flipeez fell apart in my 6 yr olds daughter's hand.
1.0,First week I had them the screws fell out and the nose guards fell off and I can't even contact the seller for a replacement pair talk about piss you off!!!
1.0,This shirt fits weird. And the design is printed much bigger than it appears in the picture
1.0,"Way too small for 18 month baby.  In the positive side, it was very cheap and some mommy at goodwill will be glad I donated it."
1.0,Seriously strong chemical odor that does not wash out!!! Don’t buy.
1.0,Verry flimsy and not verry good 2 have alredy broken and i have only wor them once the seams are verry noticable
1.0,Looks like a cheap Halloween costume.
1.0,"I love amber. The stone has such a beautiful color and it’s always so mesmerizing to me. I bought these earrings for my mom and we were both truly disappointed. The hearts did not look like they were amber. They looked like they were plastic hearts that got brown and orange injected in them. There was no shine to them, very matte like. I wish I could’ve taken a picture before I returned them! Definitely not worth the money"
1.0,I'm on my second band. This one too has broken off at the buckle part. The pin comes out and it completely falls apart. Tired of spending the time to reassemble this piece of junk. This is from normal use too--nothing crazy. I'll be returning this one for good this time and will not replace. I really liked the design of the mesh though. Too bad.
1.0,That pants were horrible they didn’t even last me a full day. They rip on the crotch.  I wish I could my money back.
1.0,Color wore off in less than 1 week.  They promised to replace it.  Never happened.
1.0,"Can't see in the water anymore.  It's nobody's fault, but mine.<br />What bothers me is the the answer to who or what allows these people to sell this crap."
1.0,Don't  like them
1.0,"The watch band is not long enough to fit the wrist for which it's intended. I contacted the company because it says on the insert that they would send more links if needed. They said they would send them. Didn't.  Contacted again, said again they'd send them. Didn't.  Don't get the watch if you think you are going to get more links if you need them, you won't. Glad it's December, I had a longer return window and will be returning this watch. Too bad, he likes the look of it...."
1.0,This showed up broken.
1.0,"so i ordered a size D and i normally wear C cup so i took a bigger size because of size differences and stuff always being smaller. it fit like a B cup, Total waste of money"
1.0,I'd Do a negative star if I could.... I ordered a medium... im a size 6 medium in everything... this top wouldnt even fit my 10 yr old niece.<br />Giving it to my younger niece.  DO NOT BUY IT. Unless you have a six year old niece
1.0,Will review one I wear
1.0,The lettering is ironed on and peeled off after the third wash. Don’t waste your money. Very disappointed.
1.0,I have problems with the bars of both bracelets open alone
1.0,Please next time don’t change  quality I’m not Expected
1.0,Too small and plasticity for the purpose I intended it for. I donated it and bought a more durable crown.
1.0,"Fit like a small large , but was marked XXL."
1.0,False advertising
1.0,[[VIDEOID:f85955e7d2d1eb8a4d2e7838d6451c1e]] I was very disappointed with garment. I believe that they sent it out before the ink dried. It has black ink all over the front and back of the tshirt :(
1.0,Need to make big sizes
1.0,To support breast
1.0,Pin popped out twice. Lost watch once had to backtrack 3 hours around town to find my $300 watch. Not again getting a better band
1.0,Quality was cheap and material is terrible feeling on skin.
1.0,cheap quality and relieved bigger size...and there is not return policy.
1.0,Cheappily made
1.0,"The quality isn’t bad but it was a bit tight for the size I ordered (large). I’m more disappointed in the color as for what I ordered, I anticipated more of a brown, not mustard top color of the sweater. The bottom stripe also is much more orange than a reddish color I expected. I don’t hate it but these colors make me look pale as a blonde, fair skinned individual."
1.0,Don't waste your time. Shipping was horrible and it's very poor quality.
1.0,Cute shoes but way too small. I got size 4 but it's more of size 2. It's a waste of money!
1.0,I purchased these gloves to use while working in Alaska. They DO NOT keep your hands warm in below zero weather. And they don’t work as far as touch screen either which is another reason my hands were freezing. I had to take my hands out of my gloves take pictures on my iPhone.
1.0,"When I first put this set on I was so excited because it was so comfy and felt great. But then I looked in the mirror and saw it: the dreaded camel toe. The leggings are missing gussets in the crotchal area, so they are 100% guaranteed to put your flaps on display."
1.0,It's shorter than I expected and the material is thinner than expected
1.0,"The charm I received was not a Pandora Charm.  it was white, but thats where it stops looking like the one pictured here.  It didn't have the pandora stamp.  Very disappointed.  returning it!<br /><br />[[ASIN:B00JWZQDJG Pandora 791617cz Clear Effervescence Charm]]"
1.0,The size was not true to fit
1.0,Every fourth or fifth glove survived me trying to put them on. Garbage in terms of strength. Waste of money.
1.0,For 12 y/o far too thin.  And they run small.
1.0,If I could leave a negative I would. Shirt looks nothing like what is pictured. It is not anything close to tshirt material and the shape is basically like a square.  It took almost a month to receive. I have since returned it but had to pay for shipping with a tracking number so I'm out $6 for a $15 refund. For $15 I didn't expect designer but this was a joke.
1.0,The patterned socks were all way too small. I actually threw them away!☹️
1.0,Rose gold color start coming off after just a few days of wearing. Really sad about that because I really loved the look of it!
1.0,Wrong size!!
1.0,The socks feel soft and warm but the inside has lots of little strings which are very uncomfortable.
1.0,poor quality<br />very small top.<br />Look like pyjamas<br />Am so sad
1.0,Ok don't dryer it no good fit...have to thrift store
1.0,Was not what I wanted no where to what I ordered. Waste of money DONT ORDER!!!
1.0,"The first thing I noticed when I placed it in one hand. Still Tached by a string to the other glove, Is that is broken. Paper thin quality."
1.0,Doesn't even fit the frames they're supposedly made for. Huge pain trying to install them just to figure that out. Get Fuse lenses instead. They fit.
1.0,This bag is very poor quality.  I would like to return it but it is too late.  I didn't realize it has to be returned by a certain date. I guess I am stuck with it.
1.0,"Every single pair of boxers ripped after the 1st use and washing. Extremely poor material and workmanship. I saw other complain about this, but I purchased these shorts many years ago and they were better made. Not these!!! Buy only if you want Holy Boxers!!!"
1.0,The black ring is red the clasp is hard to use.  I'm not happy at all.
1.0,"Poor material, fake hat."
1.0,"Now that the weather is cooler I just opened this jacket.  I love the color and the material.  But I’m so disappointed because there are 2 holes, one in the right and one in the left sleeve/shoulder seam.  It’s not torn it just looks like the material wasn’t sewn together when it was made.  I’m very disappointed!"
1.0,Large and heavy. Could not return.
1.0,"According to the measurements on here compared to the measurement on my glasses these should have fit no problem, they barely fit over the glasses and stick so far out"
1.0,Huge design flaw. Nice looking case. Unfortunately the watch does not sit properly in case. Crown stays pushed in and activated Siri. Home button also stays pushed and turns watch off. Buyer beware
1.0,Definitely not like the pictures
1.0,"Not as dainty as it looks. It's actually kind of bulky when you have it on and catches way more than I would hope. the pictures all make it look like a matte finish, it isn't. It's a very shiny silver color, and feels cheap. Looks way better online than in person. Not even worth the low price. I will be giving it away to anyone who wants it."
1.0,They did not send the colors shown. These arrived one day before school started and they were supposed to be for my son. They showed up with pink and rainbow. Only one was suitable for boy colors. Very upsetting.
1.0,Not fit  very good
1.0,My daughter broke out in a rash when she wore this sweater. Wash before use.
1.0,"They didn't even make it through one washing, immediately fell apart"
1.0,Terrible fit not true colors.
1.0,This poor quantity
1.0,"we must have gotten a lemon.  after using 2 times, one of the hinges broke.  :-(<br />I'm trying to see if there's a warranty or if I can contact the company/seller about this."
1.0,Received the vest in used condition…no tag and dirty collar.
1.0,Although it fit I ordered a size up based on comments. So it fit fine. However they designed without adjusting for a bigger girl. It shows near the arm bobage and the width of the bands are the exact same size as a small fit so it looks tacky like a thin strip across a wide arm. Very unflattering especially when your shooting for elegance which is what this dress is. My return experience has been excellent so thankful they are good that way and when receiving them was on time.
1.0,It was very cheap looking plus Stones were missing and THEY NEVER GAVE ME BACK MY REFUND!!!!!!!!!
1.0,Do not buy. Not true to size. Runs about 3 sizes small.
1.0,"cheap and  see through, terrible material, unfinished edges. so disappointed. will never purchase again."
1.0,"if i wanted everyone to see my butt then these would be perfect. they are loose in the band, and aren’t tight, and they care comfy, but VERY SEE THROUGH!!!!! VERY VERY SEE THROUGH. even before u put them on, u can still see how see through they are."
1.0,"This has got to be the cheapest made costume I’ve ever bought. The thigh high stockings were TWO completely different sizes. One seemed like it was for a child and one fit “fine”<br /><br />The entire thing is see through, the sleeves are too short and stockings way to long.<br /><br />I’m not a big girl, 5’0 and 125 lbs and was expecting it to fit a little loose since it’s one size fits all. Truth is the bottom is made for someone who’s 5’7 and the top is made for someone who’s 4’7.<br /><br />There is loose thread all over the body suit and the zipper comes about 2/3 of an inch above the body suit. Made terribly. DO NOT BUY."
1.0,I do not like the fabric and the fit is small. The finished stitching is not good on the hem. Should have sent it back as it will sit in my drawer or I will give it away.
1.0,Took forever to arrive. I ordered this for Christmas didn’t get here until after Jan 15th 2021. The material is very low quality I could probably done a better job myself. The red color is vibrant but not the best quality.
1.0,"Sorry to say, Very cheap... doesn’t fit as expected. Very think and flimsy."
1.0,It is not as pictured! The slit is only 3-4 inches from the hem! It fit to size but the quality wasn’t what I expected.
