rating,review
3.0,"I actually really love this dress, however, I have tried everything to get the wrinkles out that are set in due to packaging. So it now hangs in my closet until I can figure something out."
3.0,Size too large
3.0,Nice quality but tight around toes.
3.0,"Although I immediately fell in love with the anklet - It was super cute & looked great on, but it tarnished within a week. It’s almost like black & rusty now. I didn’t expect too much when I bought it for the price, I just wish that it lasted longer, Because there is no cleaning gold filled items. I would give the item 5 stars if it did not tarnish as quickly as it did bc I really love the anklet"
3.0,Not bad at all. Especially if narco trafficking is you preferred career path
3.0,Made decently. Too small for most of my fingers
3.0,Glasses are good. Earplugs terrible
3.0,"Comfortable, and helped with Plantar Fasciitis. However, broke after 5-6 months of continuous use."
3.0,"The piece is very attractive.  However, as the price indicates, it is cheap.  The chain was not well glued into the clasp so it fell off after the first time I wore it.  I do have a hot glue gun so I was able to repair it.  I fully expect the other side to fall out soon.  That being said, the metal is a heavy durable metal for both the earrings and the chain.  If the necklace didn't fall apart on first use, I would have given it 5 stars."
3.0,"Love the design and color!  The sleeves aren't snug like pictured on the model.  I have a few of these styles in different colors from a brand name store and this one doesn't fit like the ones I've bought.  I did get a compliment on this, but wished it fit better.  I usually wear a medium, but sized up 2x on this - ordered an XL, maybe the L would have sufficed."
3.0,This is more of a pale green. Not emerald colored.
3.0,Unfortunately it lost a stone today... It's only the second time I wore it.
3.0,"Size runs smaller than expected.  One button fell off after a few uses.  Havent put in washer yet, not sure how it will hold up."
3.0,The crescent could be smaller thickness wise and overall jmho
3.0,"I sorted out for Carhartt only.  This came up on the list and I mistakenly purchased it.  It is not too bad, but it is not a Carhartt.  I blame the Amazon for that.  I have it now and will keep it and use it in the barn.  I will go to the Carhartt web site and see if I can find a Carhartt."
3.0,The sandles fit fine but don't feel as secure walking as expected. They don't provide good sturdiness but they are really cute.
3.0,"Good product, just doesnt fit properly."
3.0,"I bought the black pair. They came in nice packaging and with some nice perks with the case, cleaning cloth and slip case. The glasses are indeed polarized which was what I wanted but the black lenses are not a black out lenses. My eyes are still visible and I did not like that aspect. Also, the frames are very lightweight and flimsy. Made of cheap plastic and not metal as I was hoping for. They're also a bit bigger than my other pair of standard aviators - which I actually didn't mind.  Overall though I'm in the process of returning them because they did not come exactly as I expected. If I wasn't so set on a specific style, I'm sure the glasses would be find to other people."
3.0,not good value for money!
3.0,"Fits on the smaller size. I usually can wear a medium in tops, I got a large wanting it to fit looser but its definitely not loose, the large fits like a medium on me. Also wrinkles pretty easily."
3.0,"It fits. But it looks somehow different from the advertisement picture...  just a normal dress. Not as exciting as I thought it would be. Oh well, I guess it’s ok for the price."
3.0,"Fine for the price. Had to add a hole to make it larger to fit my mid-rise jeans, but would have fit the narrow part of my waist. Not crazy about the finish or colors, but my tops cover them anyway. At least they keep my jeans from riding down!"
3.0,Necklace broke within 2 days
3.0,"I really wanted these shoes to work out because they are very cute.  I normally wear an 8M shoe and ordered an 8.  The size fit but they were way too wide.  My heel would slip in the back when I walked.  This is a slip-on type shoe that needs to be a little snug in order to stay comfortably on your feet.  The fabric is very cute and there is a good amount of cushioning.  Unfortunately, I will be returning them."
3.0,Comfortable but definitely go to the next larger size you normally buy
3.0,I really like the mask but I had to return do to the small size .
3.0,"I really liked it, but needed tools to put it back together after it broke after only a few hours of wear."
3.0,"I bought the circus monkeys, It's really cute in the picture when you clearly see the charm, but in real life it is barely the size of a dime, so writing is so dang small it's pretty disappointing. The quality is nice enough, for sure. ...just too much writing for such a tiny object"
3.0,Material is silky and not comfy.
3.0,Is way to short.
3.0,Kind of heavy for a low cut
3.0,It was nice and soft but the fuzzy ball broke off from the string amd could not be put back om whatsoever
3.0,"The dress itself was okay. It fit as nicely (I ordered a small and am 5'2&#34;, 130 lbs), and it was comfortable. However, the material seemed cheap and resembled costume velvet. I ended up returning it because it just wasn't what I wanted."
3.0,Doesn’t stay on. Pops off the side of watch..
3.0,"With a rating this high, I thought this tank would be heaven, but it wasn’t. I ordered my regular size medium. I’m 5’5” 148 lbs and a 36DD and this was way too tight! It cut in under my arms making it uncomfortable and the length hit just at my waist, making it a little too short as well."
3.0,"It’s super cute and arrived quickly. I ordered the kid size first as it’s for my teenager, but was way too small. Now got the adult one and it’s even a bit big for me. I’m just gonna do some adjustments cause it’s really only for her halloween costume."
3.0,Size 0 fits me well. I am 4'11&#34; weighs 88 lbs.  I ordered a black one and it's not see through.  I like this dress except for the bow on the top doesn't look close to the pictured model and that it is barely sewn on the dress.  I had to manually sew the bow to the dress so it won't look like barely hanging and about to fall off.  The design of the bow is not stylish.
3.0,"If this shirt were flannel as advertised, I'd give it 5 stars. It's a good-looking, mid-weight cotton shirt. It is not flannel, though, which is what I ordered."
3.0,Only certain colors are squat proof. I also only washed a wore once and then got a hole
3.0,"This product is cute, but small even for my 4 month old.  The waist is very tiny and I didn't want her to be uncomfortable, so I returned it.  NOTE - I do not have a chunky baby.  She's 65% in weight for her age."
3.0,Runs very small. I ordered up and have a hard time fitting my hips through the neck opening. It’s a cute piece but poorly constructed for practical purposes. I Normally wear a 6/8
