rating,review
5.0,"fits well, looks true vintage aside from the materials it's made from. Great price. Would recommend."
5.0,I ordered these for give away and holiday baskets and this set is beautiful! It looks just as the picture and the description matches perfectly.
5.0,I actually love this purse. I’m a mom of two and needed something small to carry my phone and wallet along with a few other small items and it’s great! So comfortable to wear when I’m running around with my hands full.
5.0,These leggings are very comfortable. They have a nice stretch so they fit well. The pockets are very convenient and fit my iPhone 11. I got a size small.
5.0,I love these skirts. 3rd purchase from this brand. Love it
5.0,"Fits good, good quality. Very relaxed fit."
5.0,Perfect. Exactly what you see in the photo. Color is like shown online. So cute!!!!
5.0,Lots of room inside and lots of places to hang things outside. I carry a larger pack and this sling pack on airlines. Perfect size to carry all of the things you need without digging in the big pack.
5.0,"Beautiful and loved it. Fits great, travels wonderfully and washes like a dream."
5.0,Excellent Very that I love this
5.0,Really cute socks! We love these. My daughter wants to wear them all the time. Great product. We've had them for 8 months and the have. Washed and worn with out any problems.  They come in all sorts of colors and styles and they are so so soft!!  **I did purchase this at a discount in exchange for an honest and unbiased review. I have no steak in the successes or failures of this seller or their products. All opinions are 100% my own.
5.0,They are very nice they were a gift and they love them thanks
5.0,Love it super cute and durable
5.0,"prefect what I needed.  A little small. Fit my 3 year old perfect. Too small for 8 year olds, but the strings allow you too make a looser tie"
5.0,Highly recommend
5.0,What not to like
5.0,My husband LOVES this buckle.<br />Such a great purchase that I am glad I made
5.0,Bought it as a gift.  Was very well received!
5.0,Very nice skirt
5.0,I like love the fit and softness of it.
5.0,I was very please with this item I ordered 2 for flower girls in my daughter wedding.
5.0,"Lovely, flowy top! Really flattering and the bell sleeves are so dreamy. Love this top!"
5.0,"good value, nice product"
5.0,Love these socks. So comfortable
5.0,I usually wear large but ordered xlarge for lose.  It was more like a medium
5.0,Good value and product. I'm glad they offer a better price by not including the cases.
5.0,hilarious and comfortable.  Great shirt
5.0,Haven't had a pin fall off my shirt since I installed the backs. Only tricky thing is keeping track of the key to tighten the backs.
5.0,Really nice pewter pendant.  Neck-cord can be sized automatically just by sliding the knots up or down... such a great idea!
5.0,These earrings are so pretty and different. I got several comments when I wore them to church. Love that they can be separated and just the crystal part can be worn.
5.0,These earrings are super cool and trendy.<br />They are shiny and glittery and they look like the real thing.<br />I haven't had any issues with peeling or discoloration so you can buy these with confidence.<br />They are made to last and they look great!
5.0,I asked for this backpack for Christmas and I actually got it.  I wanted it to use when I went to the paintball field with my Planet Eclipse GX Gear bag.  It's not very big but will work for a minimal amount of things.  You can make it bigger by unzipping the bottom of the bag.  There are not a ton of pockets but it is a nice compact bag.  Being that it's winter right now I have actually been using it to carry my shoes and a couple shirts and a pair of shorts when I go run at the gym.  My big GX bag actually filled up really quick so I will use this back pack to hold 2 markers ( in cases) and some barrels.  The zippers all work really well but the very front opening of the bag is a little hard to open and close due to the hard black material.  I am hoping that overtime and more use that it will break in and allow the  zipper to close easier.  I just hope it doesn't break before it breaks in.  I guess only time will tell but so far I love the blue color and print design.  All the Molly webbing is good and will allow you to attach a ton of items with carabiners.  Overall I would recommend it even with the high selling price but then again Planet Eclipse doesn't have anything that is inexpensive.  You will like it other than the hard to open zipper in the front
5.0,"These work great! No fogging, and no leaking. So glad I bought these! Will be buying more for the family!"
5.0,I suggest you order up a size if you have a belly like me and don't want attention on the belly and for better room in the arm I am a lrg dress size or 14/16 normally and I am 5 3 (heels on in this dress and it's still very long)It is definitely a bodycon so it is designed to fit snug like a glove and it still will by ordering a size up (as I did in the pic) I added a belt but I loved the dress and I received lots of compliments! I got this for Valentine's 2021 so I accessorized it with red I will order other prints because I loved the fit!
5.0,I love it.!!
5.0,Super.
5.0,Legging fits as expected and is exactly the product that was advertised. Thank you.
5.0,Baby gift mom loved it
5.0,Love it. Perfect size to carry basic necessities for an event. It's good for its price especially if only used once or a few times.
5.0,Beautiful! Exactly as pictured and great quality. Just what I expect from a Betsey Johnson. LOVE IT!
5.0,Very nicely packaged and beautiful scarf. Nice quality and good price. Highly recommend
5.0,The metal is of very good quality
5.0,"Got these yesterday and immediately tried them on to see what the hype was about. They fit perfectly and were the perfect length which doesn’t happen often with leggings for me (I’m 5”2). These are super slimming but not tight and uncomfortable, they feel really high quality but not too thick to where they’re not breathable, and the secret pocket is way bigger than anticipated. Might buy a second pair!"
5.0,"My nieces loved them to wear in their play kitchen.  The fix was a little big, but they will grow into them."
5.0,Classic. Simple. Durable. Affordable.
5.0,"I love this headband. Rarely comes off my head. It is super stylish, and well made. AND A GREAT PRICE."
5.0,"These earrings look beautiful online so I ordered them in the apple green Jade and the Orange Jade. They arrived quickly and just in time for Mother's Day! I gave the orange one to my mom and she loves them! They are lightweight and on the smaller side so you can wear them for long periods of time without getting uncomfortable. They can be dressed up or down and will work with any outfit, big plus in my opinion!! The problem that im having with the green Jade is that while the description does say there will be a hole through the stone (like a bead) that is unnoticeable when wearing, on this pair the hole is on the side where you can see it from the front. While looking closer at the hole in my Jade green stone, I noticed glue. It had strings of a clear adhesive around the edge of the stone and where the metal parts meet, like you'd get with a hot glue gun. This pair definitely didn't look as well made as the other I bought. I haven't decided if I'll keep them or not yet! I received a discount in exchange for my honest and unbiased review and I will Update my review if I have this resolved somehow and need to change my rating.<br />5/15/16: the seller contacted me via email and appologized for the defect on the stone and sent me a new pair that are beautif! The customer service is outstanding and I love my new earrings!"
5.0,"I've been searching for a new no show belt for a few weeks now and finally decided on this one, so glad I did, it's perfect, and does not bulge in the front!  I ordered two more for my other jeans!<br /><br />UPDATE: I now have order 7 or these belts in various colors and just leave them in my jeans/pants until it time to wash!  I love them."
