rating,review
3.0,Def smaller than I anticipated. I'll read the fine print next time.
3.0,"I really wanted to  keep this dress -- the fit was great and really comfy and the colors were nice, but....the stripes on the front and back of the skirt portion did not line up at all. That, I probably would have let go, however, the top portion of the dress was a mess. The stripes were not straight but were slanted down which was really visible at the seam. The neckline hem was off center and uneven along with the rest of it. It just looked sloppy. I realize it's  an inexpensive dress but I don't  want to look slouchy either. I am returning it. Not sure if I want to take a chance on another striped one or not."
3.0,"While I did think this top was cute on, it is nothing like the description. it is more tight fitted and short on the torso."
3.0,"Rather attractive, but cheaply made. Worked for my purposes (a one off)-- probably wouldn't withstand multiple wears. You get what you pay for!"
3.0,If I didn't already have 3 pairs of grey boots I would have kept them.  I wanted beige.
3.0,"I loved it because is simple elegant look. Has a lot of storage space, the only thing that didnt like is you cant use it over the shoulder..."
3.0,Used very seldom as this tends to slide down from your hand/leg.<br />Elbow use seems to be a bit more practical...
3.0,"Unfortunately, this hat was much too big for my 6 5/8 sized head. The size along with the floppiness of the fabric made the hat come down over my eyes and I looked a lot like that kid in the Fat Albert cartoon as opposed to the woman in the photo. The hat itself was as pictured, I liked the material (seemed like it would dry out fast if wet) and the pattern. If you have a large head it might work for you. I re-gifted the hat to someone with a bigger noggin."
3.0,The dress was too short. It’s a nice fit when I wear shorts with it.
3.0,"Its a very good light weight jacket, i use it for my cycling.. but the size is too large. I got US S/L thinking its size S...<br />size chart and the size posted are confusing."
3.0,"I bought these pants because I needed some warmer gym pants for the Winter and these had pockets. They deliver on the warmth, considering these are still meant to be breathable active pants. The pockets are small and barely hold my phone. I'm a US16 and bought the XL, which fits perfectly around my waist and is a bit tight on the thighs to the point of limited mobility for stretching, which rarely happens with pants. These are ok pants for jogging or just wearing around, though you may want to keep an eye on your belongings in the pockets."
3.0,If your hat size is 7½ the Large/X large will fit you...
3.0,Tiny!  Tiny! Tiny! A Waste of money.
3.0,I ordered a small..couldn't even move my shoulders lol<br />Gave it to my 8 year old granddaughter<br />And I bought 2
3.0,"Pretty cheap quality, but expected that.  My daughter is 4 1/2 and has recently decided things need to be comforatable as well as pretty so she isn't really wearing these."
3.0,"It is a cute shirt, but I don’t like how fitted it is around the armpits. I prefer a looser fit"
3.0,"The fabric is thin/lightweight - it's summer so I am fine with that.  The dress pattern/design is pretty but it runs small. In order for the dress to have fit me, I would have needed to order a size larger."
3.0,"I like the fabric this headband is made of: a soft and stretchy knit that feels nice on your face.<br /><br />I like that it is reversible, so I can wear it either all gray, all pink, or half and half.<br /><br />I was surprised that the headband was not continuous. The fabric band is joined in the middle by a narrower gray-covered elastic band. This joining section would hide under your hair, so no one will see it, but I would have liked it better if it was continuous.<br /><br />The band is made of acrylic material, and is machine washable. I would not put it in the dryer if you want to preserve the elastic."
3.0,"The dress came in and it was bright red opposed to the darker red it appears in the picture. Slits in the shoulders looked a lot smaller on, was not very flattering."
3.0,"pretty shoes, looks like picture, but smaller than expected."
3.0,"I really want to love this band, but it comes undone easily. It is really good quality material, sturdy and tough.  I really like the quick release pins.  I don't know why, but I really like the butterfly opening.  The release buttons on the sides are very sensitive and will release randomly when wearing a jacket.  Sometimes it doesn't release at all and will be fine all day and other times it will release itself every few minutes."
3.0,Need to use 3 lines so they can enlarge the font.  Can't read bottom line.  Overall quality is satisfactory for the price.
3.0,"Upon reading the reviews, I expected it to stay in place but it didn't. The material is sturdy however."
3.0,"It's cute, but wasn't expecting just a tube of fabric."
3.0,"Crotch is cut kinda high, not to much room for comfort for a male"
3.0,.The Lock got stuck and I can't open it
3.0,Good looking shirt but you better have a flat gut. Not really a large. Tight in the shoulders and arms too. I gave it to my son.
3.0,Too Large for me
3.0,These were disappointing. They are cute. However the protection I am used to from a SUPER dark lenses was not there at all.  It does give sun protection but not to the level of being super dark
3.0,"It's super cute but also runs huge! I ordered a size Small and it fits so long and baggy on me, so I wear it as a night gown."
3.0,"yep, tight"
3.0,"There beak mask doesn't open & close when I talk or even when I tell (exaggerated mouth movements).<br />It's still cute, but super disappointed."
3.0,"Came ripped on the side but its so cute and I didnt want to wait , I just sewed it myself . Very pretty tho"
3.0,"I order d a size 10 in a different color they fit, but I haven't worn them yet.  This is a 1.5 size smaller than my normal sneaker size."
