rating,review
4.0,"So far, I like. If it lasts a while I'll like it even more."
4.0,Good buy for cost
4.0,"This sign is so much fun and was easy to hang with some push-pins. I thought it was one sign, but turned out to be three seperate letters, which was a little disappointing; however, the color changing can still sync up if you want it to."
4.0,"I haven’t washed it yet.<br />It’s a little big at the waist but in all fairness I had to buy XL for my bust.<br />Really cute summer dress though.<br />I’ll just dart it or belt it.<br />I loved that they take a pic of the front door where it was delivered!<br />I was laughing because it wasn’t my front door, it was my sister-in-law’s.<br />I live further back on the same property.<br />🙂🙂😆"
4.0,Granddaughter likes these!
4.0,Decent purse for the price. Thought it was a cloth material turned out to be more canvas like still like anyway!  Lots of space.
4.0,"These are if you wanna show muscle, not lose at all. Got these for my son and they were too tight and he’s too skinny lol. Otherwise good"
4.0,"I have a pair and bought another for my friend, who was sick and stayed home most of the time.  These helped her feel special with their great red color.  They're the ruby red slippers for home!"
4.0,"The waistband on this skirt makes it look really cheap. I would suggest covering with a ribbon or belt or something because the elastic band is not flattering at all. Overall skirt was ok.  Very poofy, I removed a layer of tulle and cut it to be tea length. Also I noticed the top layer is made of tulle while the layers beneath are not- they’re more of a cheap netting. Kinda disappointed by that because I feel like it would lay much better if they were all tulle."
4.0,One problem with hats like these is they don't quite fit a large head and these work well! Colors match the picture accurately and they work greats as gifts!
4.0,"Weight, fit, metal zipper, hood"
4.0,"I'm 5'6&#34;, 160 lbs. The leg length was fine (the elastic leg cuffs help with that), but it was a little tight in the hip area."
4.0,Nice but the ones I received were more sized for kids wrsit.<br />Including the tie's theses bracelets were barely 6&#34; long.<br />They are a multitude of colrs just wish they were bigger.
4.0,I love this shirt. It was a bit tight. Fits like a crop top. Material does not stretch.
4.0,This nightgown is very pretty but a little snug across the bust. I am 5’5” and weigh 148 lbs. and ordered a size Large. It falls a little below my knees.
4.0,Very nice and delicate.  I think it was well worth the money with the price of 14K gold.  I am a Lion so I really enjoy wearing it.
4.0,LOVE THIS TOP!!!
