rating,review
3.0,Loved the shirt but I returned it because the only reason for my purchase was for a navy top but when I received this one in the mail it was a royal blue. I plan on purchasing another in a different color.
3.0,Came broken but I was able to fix it.
3.0,not what i expected but ok
3.0,"Great value, perfect packaging, but the lenses have a yellow mirror coating—they're not actually yellow lenses. I was looking for some night-time driving glasses, but ended up with sunglasses. I decided to keep them because they're still a good quality pair of sunglasses, but just wanted to be clear—if you're looking for yellow lenses these aren't the right set of shades."
3.0,Husband bought this for me because I love body jewelry.its gorgeous and a little on the heavy side  . A couple hours wearing out n about a link broke loose causing it to break. Now I can def fix it but it shouldn't have happened so quickly. Not sure if I will order again.
3.0,"Beautiful garment. I wear a size 16 dress, 40D Bra, so I ordered this shawl in a 2XL. Still would not close and was tight on upper arms.<br />I made it work for the special event"
3.0,"I should have order bigger size , it’s too tight for my arm and I am small guy"
3.0,"I've purchased several pairs of these. I love the fit, and the price! Only downside is that I've had 6 pair break in the exact same spot. But, I'll keep buying them!"
3.0,The dress is pretty but the Ivory color is very see through. You need to wear a slip underneath it. I ended up returning the dress because I couldn't find a slip to wear underneath.
3.0,"Small wasn't skin tight for it to be compression wear. I am 5' 1&#34; 118 lbs, athletic built."
3.0,The size was more for a child than an adult. It was tight around the neck even at the loosest setting.  Love the glasses though.
3.0,Received yesterday. Wore for 8 hours then the screw popped out holding the buckle. Was able to screw back in so will have to wait to see if it holds or the screw s stripped..
3.0,"While I liked the shoes, and they would have been great for my special occasion, tragically the heel of the right strap was so loose in the form that my heel was slipping around after I had tightened the strap as far as I could possibly tighten it."
3.0,I will be returning this because it’s too small. Much more like a long tee shirt for me. Not appropriate for wearing as a dress. I feel as though sizing up one size would fit me better.
3.0,Diameter too small
3.0,Like look but will tarnish after a period of time
3.0,"It's very soft but THIN. If you're looking for a good quality wig, don't get it. :/ At least not the White/Silver one. I was extremely dissatisfied."
3.0,The threading on the pockets came undone in a day. Get a few sizes up. Which might defeat the whole purpose of them. These are cool but not the best material. The top part is awesome tho. I really love the top part.
3.0,"Hat is shaped weird. Same price as buying from the Harley dealer, but shaped weird. Not too Satisfied."
3.0,Not as excited about this in person. The little shoulder button and loops on this jacket stick up. Not sure how to flatten them down. The collar is much larger and stiffer than I had envisioned and it was so stiff it didnt bend easily making me look like count dracula. Buttons seem sewn on ok. It was in new condition. Packaging was good. I will keep it as its purpose is a raincoat and it was a cheap coat not an expensive trench. But the collar and the shoulders tabs look cheap to me. I paid $29.99 so it looks like I paid $29.99...that's ok just realize it looks better in the photo. So Im taking a couple stars off here because it didnt look quite as pictured.
3.0,"If I put this in the first hole in my ear it won't fit over the top to hold it in place. Also if you hit it, it falls off the top of your ear and swings down. I have to fix it constantly. It looks cute when it stays on though."
3.0,It was to see through I had to use it as a slip for another dress
3.0,It's a hard call. Love the fabric but the color looks more like charcoal grey. It's really big. Larger than what I thought it would be....was going to return it but I decided to tuck the front of the top into my jeans and wear the back outside of my pants. So I put on a nice belt and some boots. Not to bad. You just have to know how to wear it! I see now why the model in the picture is holding it and posing the way she is. If she didn't do something it would probably just be hanging on her. Not what I expected but able to work it out a little.
3.0,"Muy lindo diseño , pero un género muy duro, las tallas no concuerdan m es tipo s, aún no la lavo así que no sé cómo quedará"
3.0,Not sure what they’re asking about sheerness and stretch for on rating. This skirt has neither- at all. It’s neither spectacular nor terrible. Wish the inside of the material wasn’t while because with the slit it just makes it look cheap. Which it kind of feels cheap. It is cheap. Bought because I had one similar that I loved. This one didn’t quite draw the same fondness from me. I think I still have it though so it was aight
