rating,review
2.0,"The description of this outfit made it sound as if it was a three piece. It is not. It is a jumpsuit with a jacket. I love the look of the legs how they flowed, top looks great along with the jacket. The only thing is at 63 years of age. I’m not a contortionist anymore, and could not zip the zipper all the way up. being, I couldn’t see myself going around looking for someone to go to the restroom with me so I could get undressed, and re-dressed. It fit well I really liked how it looked but I can’t do a jumpsuit such a shame."
2.0,It doesn't stick well to the outer edges and gives a really weird shillouette under clothes.
2.0,Well he has work the jacket a hand full of times because the snow hasn’t even really started flying and I bought it early in sept to have it for when it did. The zipper is broke already and the return window is closed. I’m pretty pissed.
2.0,Was excited for this however the beaded area snapped very easily shortly after purchase was not a full month of usage
2.0,Nice lightweight good fitting socks but definitely not compression socks. Will not buy anymore since I want compression socks.
2.0,Advertised as a wide width and they were not
2.0,This gloves supposed to keep hands warm down to sub zero but does not meet my expectation. I used for snow blowing around 30F but my fingers are very cold and very uncomfortable. Also no gripping power on palms. I am very disappointed.
2.0,"Fits fine... bothers me when i raise my hand... and the color is not like the picture ( white floral ) it shows black, white and pink but it is navy blue with white and pink instead"
2.0,Wore and washed once and already has a hole.
2.0,"These glasses did not really make a difference driving at night, return to them"
2.0,"The material is gross, it’s like a thick plastic. It’s really thick also, not at all good for a summer jumper. It hangs weird also. I’m sending it back."
2.0,"Clothes aren't very sturdy, the seams ripped during the first wash"
2.0,They are a lot larger than I thought. I won't wear them.
2.0,They make comfortable undershirts but they're definitely not good as compression shirts. I got a size smaller and they feel like nothing more than a somewhat tight undershirt.
2.0,I am 5’9 and it came to my calf.....it is not long (maxi) I like mine sweeping the ground<br />Don’t beLieve reviews def not made for y’all girls.....I am giving it to my short girlfriend
2.0,a lot larger than I thought
2.0,The color was dark brown not the brown that was ordered.
2.0,These tank tops were too small for me because I've had 3 kids and alot of belly hang ... I washed them did not put them in the dryer and they still shrank significantly which really sucked ... wish I could return them but I don't think they'll take them back since they've been washed<br />Maybe a size or two higher MIGHT of made the difference?
2.0,Hat is good enough but I found myself wanting. Not bad for the price though.
2.0,"These would actually be excellent shorts if it wasn't for the poor quality waistband. The fabric is good, a little thin but not bad and they are a good long length. If a waistband that rolls down doesn't bother you, these are the shorts for you!"
2.0,"They’re just okay. The fabric was not even on both sides so it’s kind of silly looking. Looks super cheap too, like I made it myself."
