rating,review
4.0,"Happy there were adjustable straps. The black fabric was a bit thin and see through, but fine for summer. The length is great for shorts. This could easily be dressed up a bit with accessories."
4.0,This bag looks exactly as pictured. The bag is of good texture I like it a lot
4.0,"Soft and fuzzy, warm. The zipper seems to be off center, but it's just a cover up to run errands."
4.0,"I like the shirt. I'm usually an XL, but I ordered a 3XL... and I am 5'8&#34; and 200 lbs. It fits pretty good. The sleeves are a bit odd by the neck/chest area and a bit tight, but not bad. The material has a rayon feel to it. I haven't tried to wash it yet. The sleeves are more of a greenish aqua rather than blue. But it's cute! Just order BIGGER than you would normally wear."
4.0,"This shirt fits me not like a tunic as in the photo (which is fine because I tuck my shirts in anyway), but is surprisingly nice considering the price. The quality is not excellent, but it's cute and worth it for what it costs!"
4.0,"This is really beautiful and soft and sexy. It's a little small on me, order one size up."
4.0,"Beautifully sewn, lightweight cheaper material but looks great on and is comfortable to wear. pants are very wide but will have to fix them because the jacket and vest are adorable. Ours has white trim near the pockets."
4.0,The person I bought it for loved it
4.0,"This fit perfectly as the size chart shows!  Material is great, but kinda see through."
4.0,Very pretty necklace but the heart is smaller than what I expected.
4.0,but passed on to my daughter!  very thin material but still cute!
4.0,"A bit too small, get a size up if you like it"
4.0,TOO BAD NOT A REAL SMOKY TOPAZ..MORE LIKE SKIN TONE. BUT STYLE IS GREAT IF YOU WANT SOMETHING NEUTRAL.
4.0,"For the price of next to nothing that I paid, I would have been satisfied with a scarf of lesser quality, but I was pleasantly surprised by how nice it was. A little small, but lightweight and brightly colored.  A nice accompaniment for a summertime outfit."
4.0,"This is a rectangle shaped scarf and the fabric is very soft. It’s small enough to wear around your neck without having to fold it up or hanging below your breast. It ties great, it’s not stiff at all."
4.0,These are pretty big and heavy. so definitely not good for kids. The backs seems to move far into the back of my ears and hurts.
4.0,Cute. Affordable. Full skirt with a classic sort of feel. Did not notice the purple flowers on it before I ordered. But it’s cute.
4.0,It large for her age so I kept it for later
4.0,"Very thin light weight shirt. I like to buy men’s t shirts to lounge around the house, there is just something off about this shirt it’s like it’s made cone shaped. It’s loose at the top and tight at the bottom. Same with the sleeves."
4.0,"This dress is beautiful. I'm going to order another! I expected it to be a bit large based on the reviews. I normally wear an XS so that is what I ordered. It was actually the perfect length for me at 5'1. It was a bit roomy up top, I'm small chested, but not terribly so. I decided not to shrink it for fear it would be too short. I like it so much, I've come back to order another color!"
4.0,Beautiful and fit great. 4 stars Bc when you wash them one of the little frills came off. Great addition to her socks and the grips on the bottom help with traction!
4.0,Very nice. Great value fir the $. Great to give as a gift. The heaviness of the jewelry wasn't bad either. I would buy more.
4.0,Cute hat.  Looks just like the picture.
4.0,Espero que mi opinión sea plasmada en las reseñas<br />Estás  camisas es lo que esperaba lo único que me llamo la atención fue el empaque compré 5 de diferentes colores pero la de color KHaki venía empacada en un bolsa que no es el empaque de las otras y me llama la atención .... será que es usado ...no sé pero huele diferente la e revisado bien no tiene falla algúna<br />Recomiendo ser más cuidadosos con las prendas que envían
4.0,VERY NICE SHIRT WELL MADE AND VERY COMFORTABLE
4.0,Great 16th anniversary gift for my wife. She loved it! If mommas happy we're all happy!
4.0,Fits as expected. Good material quality - not flimsy. We did not get variety in our pack. Same pattern was repeated.
4.0,"The robe feels nice and a great value for the price (looks expensive without breaking the bank). The sleeves are not as dramatic as I expected given the “kimono” description. It does run a little large. Overall, I’m pleased with the purchase."
4.0,Thestones are beautiful but the chains easily break.
4.0,Overall satisfaction was there and works very well.  I work overnight security so I'm outside in the cold a lot. It helped me out a great deal last night.  Thank you
4.0,I use them for reading. I can see the words when I use them for reading!
4.0,these are pretty big but good for the price
4.0,"Like it, but runs small."
4.0,The outside is good and sturdy but when I received it the inside material was coming off. I just used super glue and so far no problems. I love the skull print.
4.0,"This blouse is exactly what I needed to go under a sleeveless dress, so I'm happy with the purchase in terms of how it looks. However, it's just a tad large in the shoulders making the sleeves a little too long. Overall, I like it just fine for what I needed and will actually fold up the sleeves to make it hit at the elbow."
4.0,I always have my chapstick accessible now!!
4.0,The jacket fits perfect and the material is good the pants were a bit small. I ordered a M. If you are thick at the bottom consider going up a size.
4.0,[[VIDEOID:b20324b0962dd3a315a5b2307316b21]] Very comfortable band. I love how the metal piece doesn’t touch my wrist which is a big plus since my past bands would leave a bad mark and smell on my skin due to cheap metal. The band does move a little but it’s not bad since it’s flexible and easy to adjust.
4.0,Stylish. Wear with jeans or leggings.
4.0,Very pretty. Worth the purchasing
4.0,They were bought as a birthday present.  They came very quickly and were just as pictured.  I was pleased with my purchase.
4.0,Good enough quality for its price but the bottom part is a little too wide for its size.
4.0,Worth buying.
4.0,"Great fit and super cute -- wore to a wedding and received so many compliments!  I did lose a few of the pearls off of it though, so I deducted a star for that."
4.0,They fit great and they're very comfy
4.0,Little girl I purchased for LOVED it!
4.0,The looked great on and were light weight so they didn't feel heavy on my ears.  They protected my eyes from the sun which was really bright in Jamaica.
4.0,Cute shorts but a bit on the short side. I ordered an XS and the waist and legs were a good fit. Even with being petite these shorts are a bit shorter than expected.
4.0,"The skirt was made for someone 11 feet tall and really skinny. LOL! The elastic waist would fit a size 8-10, but I ordered a Large to fit my size 12-14 body. It's a good thing I sew. I cut the elasic waist band and ties off, folded over the fabric and made a new elastic waist to fit and that adjusted the length as well. I am enjoying wearing the fun elephant print skirt now! The price was right for this fun fabric!"
4.0,"I really like this hat! It hits me just above my ears and is super cute. Maybe I have a small head because I see a lot of reviewers saying it doesn't fit their head, however I love the fit!"
4.0,"very think, not great quality but fix was correct"
4.0,Lightweight... thin but padded comfort
4.0,Cute but fit was tight.
4.0,The wide leg pants are great. The leg length is a bit long but it works
4.0,I should of went up a size. But didnt think of the socks and shin guards. Otherwise they are great shoes.
4.0,Just know that the ball doesnt screw off<br />The top pulls off..<br />It's very nice
4.0,"The only reason I didn’t give it 5stars, cause I thought material was softer, had to iron it cause of wrinkles, but still cute"
