rating,review
4.0,tiara wasn't as large as i thought and it was really difficult to keep in place.<br /><br />But it was very pretty
4.0,"I've been a photographer since the sixties, and this is the most comfortable strap ever, however the little thin portion that goes into the camera eyes sometimes came undone.  I solved the issue with a little super glue."
4.0,"It works very well, I'm happy"
4.0,"Gorgeous dress! DEFINITELY order a size up, though. I'm usually a size medium/large and I couldn't even get the large over my hips. Get the gold one!"
4.0,I ordered two different colours and got both the same so I was disappointed. But they work great although they make you extremely hot which I expected but they do the job
4.0,I took this dress to Paris France for a wedding and it traveled beautifully and was a good length.
4.0,"The fabric is nice, but the waist was super tight for being an XL."
4.0,"Now, the only reason I bought these was for my halloween costume this year and I'm going to be Kenny &#34;Fkn&#34; Powers and I wanted Oakley look-alikes.  Just wanted to repeat; this is a very good bargain and you get 5 different tough, polycarbonate lenses.  I only gave 4 star because of two reasons: 1) the instructions on how to remove and install the different lenses are written in badly translated English.  But once you figure it out it's a 'snap' to remove and replace the lens and 2) the fixed opening of the nose bridge is too right/narrow which causes the frames sit up too high on my nose, and my nose is not particularly wide at that point.  Since I'm only wearing these one or two times for my Kenny &#34;Fkn&#34; Powers costume it's not a big deal, but I would have been disappointed had these been my daily drivers."
4.0,"True to size!! Fits good, the only complaint I have is that the bottom of the tank is a little loose on me but the top part fits perfectly. Good buy otherwise for the price."
4.0,"I like the design, easy for my 5 year old to put them on by her self<br />I don’t like that the water gets in easily ."
4.0,"Nice dress watch by Relic with a metal band, a gold dial, gold hour markers and a dial surrounded by crystals and more crystals on the band. Lovely for evening or dressy event"
4.0,IF it ran a little wider it would be a 5 star. Perfect for a change in shoes at a wedding reception.
4.0,"It's a very nice feeling band,very soft and waterproof."
4.0,"I got the charcoal gray color. They fit well, don't show cellulite, and the material feels really soft. However, during a routine workout you could see my butt sweat on these pants. This hasn't happened with other leggings I own. I thought that the color would be dark enough to minimize the occurrence of this, but no luck. And I don't sweat a crazy amount."
