rating,review
2.0,It's pretty and everything.. but it arrived with the flowers busted off from lack of packaging.
2.0,It’s such a beautiful clicker... except it won’t stay “clicked” it kept coming undone.. :(
2.0,Really the size of a Large that I picked does not fit.  It fit my granddaughter who is 14 - So picking a large is really a small<br />Very pretty but I didn't get to wear it.
2.0,"Super cute but waaaaaayyy too small, especially in the chest<br />Rated a 2 since it is very cute and stylish"
2.0,I ripped holes in upper portion in two socks while pulling them up. Otherwise OK.
2.0,These are not compression shirts.  They do ride up.  The only thing I can say is at lest they did not roll up.
2.0,"when I first wrote a review for this watch the month feature didn't work-I elected to disregard that small issue for a $10 watch-now the day and date features have skipped or more accurately they have failed to advance. I guess I got what I paid for. Why invest more time, no pun intended."
2.0,Very poor quality. The color tarnishes just after a couple of wears.
2.0,Does not hold up to washing
2.0,"I thought it was a long neckclaces but it's small. Also, I can not open the ""CLASP"" at all. Do I send it back or do I get another one for FREE?"
2.0,Sad that these were incredibly big and very loose.
2.0,Bought these because someone on Reddit mentioned that these are softer and bend well around smaller wrists but unfortunately that doesn't seem to be the case. They also stick out on the hinges.
2.0,"Colors are waaaaaaaaay off from photos. These are light blue, olive green, and mustard gold. I bought them thinking they were light orange, charcoal gray, and light blue."
2.0,We did not care for the material and they fit weird.
2.0,"Upon opening the box I saw that the color of the boots were transferring the black boots color onto the off white box and the packing inside the box.  This tells me the shoe dye will rub off on stuff if they get wet so I'll have to be careful with them. The boots themselves are cute.  They don't go up to my knees though.  It's more mid calf.  This was something I was bummed about because I wanted a higher boot.  So just to clarify I am a leggy 5'7 so anyone my height or taller these boots will not reach your knees.  Shorter than me you will have more of a chance of these being up to your knees.  All in all these boys are okay for the price,  not impressed."
2.0,"Excellent undies. Great package pouch room, great colors, great price. Very comfy and soft. Best value in undies I've seen ever.......And I have to update this. I rated these as 5 stars initially. Unfortunately, I have to take away 3 and leave 2 stars because the waistband on these wore out completely somewhere between 3 and 5 months. They fall off. I sewed up one pair, and they are still not staying on, so sorry, these undies waistbands wear out making them useless except for rags."
2.0,Very short. You have to have something underneath like shorts or another skirt. Otherwise a fun skirt. Would definitely work better for a child.
2.0,"It did the job. I just needed it for my wedding night, that's all it would have lasted.  Like other reviews,  the beads were falling off even while it just sat for me to put things in.  I hadn't even carried it anywhere yet.  It's beautiful though.  So for the one night i needed it for it was perfect."
2.0,"I ordered this in 2 sizes for my wife. The dresses were 2 different fabrics.!? The smaller size was a great quality material, smooth and soft with a perfect amount of stretch but was a little to tight. No problem. The larger size should be just right. Nope! Less stretch, cheap screen printed pattern that showed the white base through the print as it stretched, rougher texture. Had to return both. If the larger size had been the better quality fabric, this would have looked spectacular on her. I'm sad."
2.0,I’ve managed to lose the back of one of m earrings. Can I buy one from you?
2.0,"This could be a great piece, but...<br /><br />With the straps so far to the sides, they don't actually stay up. I tried making them smaller and then they hurt AND fall off. LOL. The band is a bit small for a 36, but wearable. The cups are nice, and the low middle is great for a plunging neckline, but the bra is so uncomfortable overall that I won't get any wear out of it. I even tried crisscrossing the straps, which eliminates its use with backless dresses but does make it stay on. However, the straps aren't long enough to do that comfortably."
2.0,The size was to big
2.0,"I really like the inside of these slippers. I don't wear them all that often but the wear and tear on the top outside sweater like material was pretty quick and only after a few uses. The fabric is pulling up on the sides, separating from the bottom of the slipper, and the fabric is pilling and loops forms from pulled threads. By the time I should have done something about it, I was past the return window. I really want to like these slippers, the inside is really nice, but the quality overall wasn't worth it."
2.0,"Poor quality compared with other polo RL t-shirt, not as I expected, ,"
2.0,Purchased this tank top in a 2x and was very disappointed since that was the largest size offered.  Sizes run very small and I wish they would note that in the item discription.
2.0,This is smaller than I thought it would be based on the measurements proveded.
2.0,The waist is so snall.coated to the rest of the dress. It's not stretchy at all.
2.0,It looked nice but if you are top heavy it probably isn't going to workf for you.
2.0,"Loved the purse, strap broke. Looks like it was glued in."
2.0,"The earring is pretty but from the pictures it seems like u get multiple earrings. No way for u to tell which one you're getting from the pictures. Description says 1 pc, yes but no where indicates exactly which one you get."
