rating,review
3.0,Arrived broken. Easy to fix
3.0,"I loved this and put it in for my wedding, turned out great.<br />Didn't swap it out and after 9 months, I started having a green discharge coming from my ear. The same color you'd see on cheap nickle that's been coated in silver.<br />Took it out today after seeing it for a few weeks, sure enough, there's a nickle color where it sat in my ear.<br /><br />Changed it back to the one the piercer put in my ear for now which is surgical steel."
3.0,"I ordered the white one as shown, but got a darker stone instead, which I did not like as well.  It was a gift and I had no time to get another, so I presented it.  The recipient seemed happy;  I hope she was."
3.0,Fit a little tight but it was see through.
3.0,Needs to be more durable
3.0,"This jacket, despite purchasing a size up and referencing the size chart is still too small in the shoulders.  Beautiful color and lovely look but if you have full or muscular arms you want to buy another size up in my opinion."
3.0,I really like the design but the coating of the ring peeled off and hurt my skin the first day of use.
3.0,I ordered a size larger but they were too small I re-ordered 2 sizes larger and they were ok. I only gave 3 stars due to the hassle of return and reorder plus I paid extra for expedited shipping and they were still too small (the first time). The newer ones/larger size won't last a very long time.
3.0,Strap Velcro isn't long enough. I added Velcro but now the strap hits the ground.
3.0,As cute as these were I had to return them upon receiving them as they are extremely heavy. definitely going to have to spend a little extra for some actual lightweight sneakers
3.0,I bought these leggings thinking that they would be the same fit as another pair of leggings from the same &#34;Viv&#34; collection. They turned out to be much smaller and too small for me. They were by another company.
3.0,The size was smaller than expected.  Ordered rings in the same size and this was much smaller
3.0,They were very tight at first. I've ALWAYS worn this size. Not sure why they are so tight but they hurt my feet after a long day.
3.0,"Super cute glasses. I took various blue light blocking tests, and saw lessening in blue light but wouldn’t say that they work as completely as a more high end pair of glasses. I noticed that in a harsh desk/computer work environment they were definitely a helpful improvement in blue light, but weren’t as noticeably helpful outside of work. If you're wanting to try blue light blocking glasses without the steep price tag, give these a try and see what you think!"
3.0,Very fashion forward.
3.0,The set did not come with laces. That was disappointing.
3.0,They look really great but are a bit uncomfortable.
3.0,hard to see the Merry Christmas
3.0,"According to the product picture, you can see the design while wearing it. When I actually received the product the scale of the design was much larger and it just looks like a blue/green blob across my face. :D Still a cool design, just wish you could see it while wearing it."
3.0,Just ok  nothing special.
3.0,Nice quality. Too short also.
3.0,my 16 year old granddaughter coud not wear it...she would have to literally be flat chested and she is not a big girl
3.0,"According to the measurements it should have fit but was to big. Other then that,<br />I was please with  the quality of the dress."
3.0,"The shorts are comfortable, but I hate this top. It is so unflattering. You can see everything through it. I feel like I have to wear a bra with these pjs. I love the shorts though."
3.0,"Like the idea behind the product and am using the wallet. However, it's larger than I would prefer. Likely, to opt for a smaller wallet."
3.0,Wonderful for everyday comfort/ lazy days.
3.0,I requested 2 pairs of Mia Sarin earrings ones they were round and the 2nd pair oval form the first time that I purchase this earrings I love them but now number one her name is not written in the bags and both are oval earrings a bit disappointed really
3.0,"Pretty, but I was hoping for beautiful."
3.0,A little larger fit and didn’t expect the front part to be a flap you pull up and it constantly fell down
3.0,These were way too small but I’m loosing weight so I might keep them. They are not an xl according to my other leggings
3.0,The size runs to the T. I’m 5’2 130lb I order a LG I’m very busty D and it show lots of clevage. I gave it a 3 star because the bottons they need more down the bottom. But I love it good quality
3.0,Fits really weird in the hips. Not loops for the belt to go through so it’s always sliding down.
3.0,"I ordered the camo print (love!), but the shirt took so long to arrive that I actually forgot I had even ordered it (like 4+ weeks). I am 5'6"" and 122 pounds for reference here. I ordered a small knowing it wasn't supposed to be super fitted, but the shirt is really really really large on me. I will probably keep it, but I will just wear it around the house instead of out, like I was planning too. I'm swimming in it!"
3.0,Quality is not so great.
3.0,This sweater fit tts and was very cute but the chemical smell was so strong that I doubt it would go away with washing. Returned.
3.0,"I'm 5.6 , 149 pounds"
3.0,"It kept my arm dry in the shower but was much tighter than others I've purchased in the past. The compression marks were quite deep. Also, the ""mitten"" end is not only useless for a hand, it totally prevents you from using your hand at all."
3.0,Smaller or tighter knit than the other colors. White and black were nice and comfy and stretchy but the grey with black collar was tighter and doesn't pull down like the other ones.
3.0,"I suppose you get what you pay for.  The apron appears to be well made for the price and is attractive.  Unfortunately, it had a terrible, strong, sulfuric chemical odor to it.  Knowing it was new, I made a point to wash it on its own, as to not bleed into other clothes.  Thank goodness I did because it left what looked like black ink in the drum of the washer and still had an odor.  I soaked for about 6 hours in an OxiClean mixture which removed most of the smell, but the bleeding of color remains.  Lesson learned - the money saved wasn't worth the effort after arrival."
3.0,"I really like this company. The tunnels and plugs I've purchased have always looked great. However, this pair I just purchased came with one of the tunnels &#34;disassembled&#34;. The dangly part was not attached to the main part, and it was just set in the box next to it. I ended up reattaching it myself, but I'm a little annoyed that I had to."
3.0,They get the job done. But upon opening 2/3 had small holes in the fabric. Nothing bad but they’re there and seeing that upon opening was sad. Still usable so oh well.
3.0,Size and color are off.  My daughter wears a small but the small top was too small and looked odd.  Ordered blue but the suit was a gray color.  Looks good quality though.
3.0,Ok....does not look the picture.  Looks better in the picture than in person.
3.0,"Not nearly as big as pictured. I bought this bag because I no longer needed a diaper bag, but I still need room in my purse for a few diapers and a small pack of wipes, but this bag is no bigger than my regular shoulder bag. The bag is cute, it has a bunch of pockets inside, the zipper is lower than I expected, so that reduces the usable space in the bag. I am keeping it, I did have to air it out as it did smell, but I think once my toddler is potty trained then I'll use it as my regular purse."
3.0,It was ok. Kinda cool .
3.0,I’ve had other Bluetooth beanies but wanted a larger one that I could tuck my long hair up into. It fits great and is warm. Also has long battery life. This is ok for podcasts but can’t imagine listening to music on it. Any bass creates a buzz in the audio. Might just be the one I got. Decided to keep it since I just listen to podcasts and audio books during walks
3.0,"I am 5""2 and 110lbs, I ordered size S.  It was good length, however it didn't stretch too much.<br />I really love the color and pattern.  I wish it stretches better."
3.0,Very cute style and print but disappointed in the sizing.
3.0,"Look great at first, but once they are pulled up, most of the design is non recognizable.  Not long enough for a child's soccer sock."
3.0,"It wasn't the greatest, but it worked for the costume. 2 downfalls for me were; it was hard to get the tail to look right since it is sewn together with a crook in it, and the pink &#34;hair&#34; around the ears looked very matted."
3.0,I liked this product but was disappointed when a hole appeared in them after one washing.
3.0,"it's was pretty but too tight around my chest.  I'm a 38 triple D and got the largest size they offered, but when I put it on it looked like I only had one huge boob across my chest.  gave it to a friend because it would cost more in time and money to return it."
3.0,I got this dress in a small size after reading other reviews. I saw where someone said the dress was a little snug in her ribcage and that she considered herself to have a bigger ribcage than most. But sadly it was too small for my ribcage. Great fabric and quality though! And beautiful dress too!
3.0,Cute but way to small !!! I'm 5'9 & 215 lbs !!<br />Looks exactly like the pic and seems pretty sturdily made! It's pretty! I guess I need a diet before summer! I'm just disappointed bcuz I have a carabean cruise coming up in dec ...& I guess it's  what I get for ordering a swim suit online!! Duhhhh bad idea! Dummy me for thinking I might be able to find anything cute for a plus size... I'm not fat but I'm also not skinny I'm TALL W BIG CHEST AND SOME CURVES! I don't want to wear a grandma looking swim suit for old ladies or tank n shorts swimming!  Time for ppl to get REAL w their sizes!!! Make CUTE STUFF FOR PLUS SIZE GIRLS THAT STDNT DYSTVED TO DEATH WALKING SKELETONS!
3.0,"Good product, took forever to arrive"
3.0,"Usually a large but got an extra large and it fit, it’s super cute but fits more like lingerie as my butt completely  hung out the bottom"
3.0,"Couldn't get the ball off of one, even with a wrench and my father's help. The other is nice though."
3.0,They shrink when you wash them
