rating,review
1.0,"I give it to a Cuban friend as a give it did not last  2 days,  it turn dark so quick. This is garbage , unfortunately I pay for it !"
1.0,"I really wanted to liked this outfit, but the material was way too thin. Its a very thin linen and there is no give to it. It fit ok on top but extremely tight on my bottom. I don't recommend if you have a bigger behind."
1.0,"This wallet has high capacity, but with that comes a some problems. It is big and bulky It would extra large pockets to carry this wallet around. The quality was very good. If you carry you wallet in a briefcase or a man bag, this might work for you. I returned the product (no problem, as usual with Amazon)."
1.0,This cover up is nothing like the picture.  Same colours but missing the rest of the material! Pic shows model wearing it with a belt. No way that could happen! Definitely NOT happening. Buyer beware. Fits my 7 year old. Very disappointed with this. Doesn’t deserve a star at all.
1.0,The sunglasses I received are not the same as pictured (multi)  the glasses I received have gold frames like the other 2 colors
1.0,"Way too small, ordered 2 sizes bigger and still small, gave it to good will."
1.0,It's basically a bathing suit and if you have any boobs at all this will barely cover your aereola. I do not recommend
1.0,Awful material and nowhere near a size 2x.
1.0,The item that I received is nothing at all like the photo shown on the website. I am very upset because the photo that was shown is a pattern match to several other bags I have. I will be contacting the seller to see how I can get rid of this awful item and maybe get credited.
1.0,"So this has to be one of the sketchy-est clothing items i've received. It didn't have a size on it (which i didn't realize when I ordered it), when I got it, it has a weird smell to it..a little like gasolline. I just washed it and it still has the smell thats really toxic. I washed it with other clothes and the smell seems to have transmitted to my other clothes as well. It also comes in some weird asian wrapping with an asian tag and thats about it. I wouldn't buy this, just go to the store or order something else."
1.0,"The earrings are pretty but the clip on is very painful, can't wear them."
1.0,Magnet isn't even strong enough to stay in. Useless.
1.0,Looks cheap compared to the pictures
1.0,Looks nothing like the picture very disappointed had to return
1.0,"I have 2 daith piercings. Initially these earrings didn't bother me but, after about a week, my left ear was hot and itchy. It was oozing too. It took a lot of care to stop the pain. Since they're 2 different types I left the right earring in. A few days after taking the left out, the right started to be painful as well. Both were green when I took them out. These ARE NOT hypoallergenic."
1.0,I ordered large and the socks I received have no size on the bag or on the sock. These are very tight and uncomfortable.
1.0,"Item was in a non-factory bag,  tags missing,  SOILED (grease spots on the chest) &<br />obviously was previously worn by someone!.<br />Very disappointed."
1.0,"The dress is super cute and fit nice, but it is 90% polyester not rayon as described. Since I bought the dress for warm weather, polyester is not going to work. So sad because I really liked the dress, but I had to return it today.<br />For sizing, I am 38 C  with 44"" around the belly and hips. I wear a large or XL. Got this in the XL because I carry my weight in the middle and it fit well (not clingly or baggy)."
1.0,"Super cute, very cheap!  Would not buy again.<br /><br />Gave it to my daughter to play with."
