rating,review
1.0,I was really excited about this set but my first time wearing it after the washer & there was a big hole on the butt area. Material is cheap.
1.0,gotten
1.0,"This is cute looking, but the fabric is awful. It felt stiff and prickly. I washed it and it was only slightly better. I cannot wear it! I will give it to some poor homeless person who will not care that it is really awful."
1.0,FUE DEVUELTO
1.0,"As much as me and my partner love these I will not buy again. Within the first few hours of me wearing mine, it broke and breads went everywhere. My partner had hers come off and can no longer find it two days after getting it."
1.0,I thought I was ordering an actual hat. The pin is very small. I will be returning the ones I ordered.
1.0,"I received this necklace yesterday, and wore it last night. It was tangled up within an hour and impossible to keep untangled throughout the evening. I had to remove it. Will never wear it again. Too bad, cute double layered necklace. Didn't even get a chance to see if it would tarnish around my neck."
1.0,"Well its a mere shadow of the old 2002 BR i've used for decades, very sad to see such bad quality that filson has sunk to"
1.0,They Are Horrible
1.0,"It was see-through :( Also, there was nothing slimming about it on my body.... Easy decision to make to keep or not. Definitely returned!"
1.0,Dry cheap looking
1.0,Odd Fit
1.0,This dress shouldn't even be listed as a 4xl this dress wont even fit my niece and she is a size 12 I knew this dress was small when the ups man gave me the package
1.0,Flimsy and too small around the waist... I'm a size 8. Don't waste your money.
1.0,Flowered material wrinkles very easily. Very cheaply made
1.0,"These were terrible, it’s a sticker that is very stiff for nail"
1.0,"The heading states it is sterling silver, but when I received it, there were no markings as such, and it is not the same color as sterling silver.  Very disappointed with this product.  I feel the description is misleading and dishonest."
1.0,The dress is cheaply made.
1.0,"Product is fine, I just want it off of my recomendations"
1.0,It’s horrible. The fit is nothing like as pictured.
1.0,not as pictured. very tight and short
1.0,Quality was not up to the mark
1.0,These are not sublimation.
1.0,They weren’t the right colors as shown they sent all the wrong colors. And the shirts were not Y back they looked like regular tank tops.
1.0,"This bracelet watch band is just not okay.  It is frankly not that great looking even though mine appears to be made of stainless steel.  One side next to the watch is a curved solid piece with a lobster clasp (see picture), and one side has a square sparkly detail followed by a chain.  The lobster clasp on mine was put on upside down, so that when I am trying to attach it to the other side with the chain, the lever is on the wrist side and the opening is on top.  Since the clasp is attached very close to the solid piece of the band, there is no twisting it around to have the clasp open toward on the bottom. Since I am trying to attach it to a floppy chain, it is nearly impossible to do one handed.  There is second way to open the chain though, and that is that the sparkly square is also a clasp.  Alas, the tongue side the clasp attaches to is on a hinge.  So. . .  when trying to attach the clasp to the tongue on the hinged side, the tongue just keeps tipping up or down, but not aligning with the tiny rectangular hole of the clasp.  If getting it onto my wrist were one and done, because after all, the apple watch is water resistant, it would be tolerable.  But given how often the watch needs to be removed from your wrist to charge it up, getting it back onto your wrist is too much of a royal pain with this band to make it even remotely functional unless you have someone readily available to help you dress.  My band is now off my watch never to be reattached."
1.0,I never received it for I had to cancel it. When I pay my bills off I will buy it. I think it is very nice loo k ing and simple so I will eventually buy it.
1.0,"Kids love it but after washed it, still can smell the toxic chemicals like."
1.0,If you want grey with blue. Good luck!  I tried 3 times and even with calling amazon support never got them. If you want black with red then your in luck because no matter what you order thats what you get. Th glasses are fine and provide good comfort and protection but just dont plan on getting what you ordered.
1.0,"After three wears, my dress has several holes in it. The fabric is literally falling apart. Do not buy!"
1.0,"The fit was to big and very unconfortable, also a heavy shoe"
1.0,Don't buy this . Badly made
1.0,"Nobody could figure out how to properly set the time on this watch, but my kid didn't care, he just liked the look. For literally two days, until the band broke off! Cheap shoddy garbage."
1.0,"These are cute, but they would not hold ny son's glasses in place. The holes that you thread the frame through was too big so it would slide around. I am returning them for a refund."
1.0,Cheap scarf with a large MADE IN CHINA label sewed on.  Returned.
1.0,The material was cheap and it looks nothing like the picture
1.0,"I purchased Little Kid size 1, which (according to size chart)  should be 7 3/4 inches.  It was 9 3/4 inches.  Had to return it.  Size is not accurate to size chart.  This is also after i originally bought one that was size 10 little kids (my son's normal size even though the corresponding inches didn't match US) and the shoes turned out too small. I can't win."
1.0,Muy chiko
1.0,Not satisfied at all. Warped construction- looks odd and feels odd.
1.0,Large! Chunky! Heavy! And way too small for anyone but a child to wear - which would look ridiculously even bigger. Disappointing
1.0,Was more like a small not a large!
1.0,the are anti glare coating makes things appear darker which I certainly didn't need.
1.0,Top area too large!!!
1.0,"The leggings fit great a little lose, but I can see thru them. Which makes them impossible to actually wear."
1.0,Love the colors however too short and very rhin material cor jeans
1.0,"If you are a woman or small-wristed man DO NOT BUY this watch strap. While the fabrication is ok the stupid design of the watch has the two &#34;retaining metal bands&#34; sewn into the buckle side making it impossible to adjust the retainer to secure excess strap (about 2 inches in my case) and prevent it from catching on everything in sight. It caught on the door, computer, broke my makeup mirror as it caught and dragged that down. Yes, it's adjustable but you cannot secure it.  This is STUPID DESIGN at its finest.  I do not recommend this watch. I suggest that the company provide a movable retaining band and call me - I would love to buy this when this problem has been fixed!"
1.0,"Picture is fun.<br />Mask is made of a low grade polyester.<br />Smells bad (washed by hand once) and is very hot, hard to breathe in"
1.0,Not satisfied with the material...looks like a pajama set...I will be returning
1.0,The quality is not good and the lights were damaged quickly
1.0,I didn't know what size exactly to get and now it's small.
1.0,"runs very small .. my daughter is small, I asked for size M red color .. and it looks XXS .. black  I asked equal M and it looks small .. delay so much in arriving !!!"
1.0,Should’ve gotten the gray- one wash of the black and it’s gray. Pointless.
1.0,definitely not true to size.
1.0,The product isn't worth the money
1.0,I returned this item it’s not at all what is in the photo very disappointing.
1.0,veryyy cheap material that hugs your body all wrong
1.0,This is more red than a burgundy. It’s also pretty tight and I sized up when I ordered
1.0,Junk....although it's comfortable it had way too much excess fabric at the armpit area. Looks like something a child sewn together.
1.0,Way too big for what I wanted it for
1.0,These were the wrong size I got 7/16 when I put 1/2
1.0,"I really liked these at first. They fit well and my daughter has been able to swim comfortably for a while. She has been wearing them for weekly swimming lessons. However, after a few short months, the material is now wearing out. It seems that the elasticity is being worn out by the chlorine. I was sure when I received it that the quality would hold up and be durable. I am disappointed."
1.0,"I’m sorry that I didn’t keep the package inserts as I’d have liked to reach out to the seller before writing this review.  These earrings would have received a 5-star rating for being both attractive and sturdy.  But sadly, even though this is one of my favorite styles of earring closure, neither earring stays closed.  I’ll happily re-rate and amend this review should I learn what the best course of action might be.  Thank You."
1.0,Looks more like a nightgown. Completely see through.
1.0,I ordered 34/32. They said on the label 34/32 but were 28”long.
1.0,Pins holding the wristband broke the same day we got it! Definitely not for an 11 yo boy.
1.0,In less than 2 weeks both earrings had each lost a stone. In the same place. I suspect it is due to a manufacturing defect as the only option available was a return/credit 🙁
1.0,"Head's up to anyone looking for a cleaning cloth for brass. This is not it. It works as labeled for silver and gold, but didn't make one iota of a difference on brass. And, no the brass I used it on is not lacquered. Big disappointment because I expressly purchased it for an ornate brass lamp.<br /><br />The label needs to be changed."
1.0,Don’t water your money!!..
1.0,To long down to the knee
1.0,Do not like at all! I wear toe socks all the time and these just slide right off...UGH!
1.0,this is a piece of garbbage is not worth the monies or the time it took to get it these pants are not worth it the material is cheap and the workmanship is also horrible
1.0,"By far the worst purchase I've ever made. The part to hold your boobs.... unless you're an A cup, don't bother. The material is super thin, and the stitching is crap. Planning to return this."
1.0,I loved this bag. It was everything I thought I wanted until the zipper broke 45 days after purchase and the window to return is 30 days. Very unimpressed.
1.0,too bulky for my 3t feet.  Poor quality.
1.0,"First, these are NOT compression socks.  Second, I have average feet & calves (these are tall socks but not to the knee) & still the print stretches out on the socks when you put them on.  It looks terrible...  I got my $$ back but they really need to re-label these correctly."
